标题,参考价,京东价,京东链接,产品图片,产品参数,存储容量,硬盘尺寸,接口类型,缓存,读取速度,写入速度,平均寻道时间,平均无故障时间
金邦P4L 512GB,229,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073915568486.html,https://2e.zol-img.com.cn/product/232_320x240/122/ce8npR1wmP2U.png,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：5000MB/s
写入速度：2800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,5000MB/s,2800MB/s,暂无数据,暂无数据
海康威视CC300 512GB,229,209.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10054174067086.html,https://2c.zol-img.com.cn/product/259_320x240/934/ceD0G9QM8WyTY.png,"存储容量：512GB
硬盘尺寸：M.2 2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2500MB/s
写入速度：1025MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",512GB,M.2 2280,M.2 PCIe接口,无缓存,2500MB/s,1025MB/s,暂无数据,150万小时
幻隐HV2283 512GB,229,229.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10080273231844.html,https://2c.zol-img.com.cn/product/259_320x240/524/ceskoquIEbD.png,"存储容量：512GB
硬盘尺寸：M2.2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3000MB/s
写入速度：2400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,M2.2280,M.2 PCIe接口,无缓存,3000MB/s,2400MB/s,暂无数据,暂无数据
台电稳影 M.2（512GB）,229,,,https://2f.zol-img.com.cn/product/225_320x240/75/cerhGsrPk6iIM.jpg,"存储容量：512GB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2000MB/s
写入速度：1500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,1.8英寸,M.2 PCIe接口,暂无数据,2000MB/s,1500MB/s,暂无数据,暂无数据
台电幻影NP900（512GB）,230,,,https://2f.zol-img.com.cn/product/225_320x240/437/ced12xcSIDQ9Q.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：1200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,1200MB/s,暂无数据,暂无数据
魅光黑战M2 256（256GB）,232,,,https://2f.zol-img.com.cn/product/197_320x240/25/cehM8iWuZqgWI.jpg,"存储容量：256GB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：500MB/s
写入速度：420MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,1.8英寸,M.2 PCIe接口,暂无数据,500MB/s,420MB/s,暂无数据,暂无数据
技嘉GP-GSM2NE3256GNTD（256GB）,235,179.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/64725762216.html,https://2d.zol-img.com.cn/product/221_320x240/853/cekJWxvj98MU.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1700MB/s
写入速度：1100MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1700MB/s,1100MB/s,暂无数据,150万小时
悉硕XS970（256GB）,235,,,https://2f.zol-img.com.cn/product/209_320x240/373/ceNbwaFs6DDo2.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1517MB/s
写入速度：1359MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1517MB/s,1359MB/s,暂无数据,暂无数据
ahseck PM991（256GB）,239,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10032461247120.html,https://2d.zol-img.com.cn/product/268_320x240/811/celIG4S9UQiGs.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe 3.0接口（2242）
缓存：暂无数据
读取速度：2350MB/s
写入速度：1350MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe 3.0接口（2242）,暂无数据,2350MB/s,1350MB/s,暂无数据,暂无数据
ahseck KBG5（256GB）,239,269.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10032629467048.html,https://2e.zol-img.com.cn/product/268_320x240/830/ceUzlbhZbjocU.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe 3.0接口（2242）
缓存：暂无数据
读取速度：3500MB/s
写入速度：2900MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe 3.0接口（2242）,暂无数据,3500MB/s,2900MB/s,暂无数据,暂无数据
金百达KP230（256GB）,239,,,https://2c.zol-img.com.cn/product/229_320x240/254/ceCeEYkInL9qs.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：暂无数据
写入速度：暂无数据
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
佳翼E2000（256GB）,239,,,https://2d.zol-img.com.cn/product/206_320x240/853/celpZY0pLAnQ.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2000MB/s
写入速度：1200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2000MB/s,1200MB/s,暂无数据,暂无数据
台电幻影NP900（256GB）,239,125.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100007468084.html,https://2f.zol-img.com.cn/product/225_320x240/437/ced12xcSIDQ9Q.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1500MB/s
写入速度：1200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1500MB/s,1200MB/s,暂无数据,暂无数据
THU 小飞侠系列M.2（256GB）,239,,,https://2f.zol-img.com.cn/product/225_320x240/843/ceYNnB5HoaSuY.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3000MB/s
写入速度：1000MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,3000MB/s,1000MB/s,暂无数据,150万小时
影驰擎 M.2（256GB）,239,,,https://2d.zol-img.com.cn/product/222_320x240/701/cehsgGGZ3xmeA.png,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2300MB/s
写入速度：1100MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2300MB/s,1100MB/s,暂无数据,暂无数据
威刚LEGEND 710（512GB）,239,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100191903192.html,https://2f.zol-img.com.cn/product/271_320x240/9/ceepAOH6i5eH2.png,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2400MB/s
写入速度：1600MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,无缓存,2400MB/s,1600MB/s,暂无数据,暂无数据
SOLIDIGM P41 PLUS（512GB）,239,,,https://2c.zol-img.com.cn/product/229_320x240/442/ceGiCZKyZUDOo.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：1625MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,1625MB/s,暂无数据,暂无数据
威刚XPG SX6000 Pro M.2 2280（256GB）,239,,,https://2b.zol-img.com.cn/product/195_320x240/343/cemGu6PD1wwMQ.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2100MB/s
写入速度：1500MB/s
平均寻道时间：0.5ms
平均无故障时间：200万小时",256GB,暂无数据,M.2 PCIe接口,暂无数据,2100MB/s,1500MB/s,0.5ms,200万小时
金百达KP230（240GB）,239,149.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100003440819.html,https://2b.zol-img.com.cn/product/229_320x240/259/ce2GMX8LDl2k.jpg,"存储容量：240GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：暂无数据
写入速度：暂无数据
平均寻道时间：暂无数据
平均无故障时间：暂无数据",240GB,暂无数据,M.2 PCIe接口,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
Flash War S520（256GB）,239,,,https://2f.zol-img.com.cn/product/203_320x240/175/ceESjYf4O5hVs.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1900MB/s
写入速度：1200MB/s
平均无故障时间：200万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1900MB/s,1200MB/s,暂无数据,200万小时
铨兴酷芯客 P402（512GB）,239,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100148486034.html,https://2a.zol-img.com.cn/product/270_320x240/50/ce7nnCgPLm78s.jpg,"存储容量：512GB
硬盘尺寸：2280
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：7000MB/s
写入速度：4200MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,2280,M.2 PCIe接口,无缓存,7000MB/s,4200MB/s,暂无数据,暂无数据
升技A300 M2 NVME（256GB）,239,,,https://2d.zol-img.com.cn/product/213_320x240/599/ceIdEtX7zT56c.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：1800MB/S
写入速度：1300MB/S
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,无缓存,1800MB/S,1300MB/S,暂无数据,暂无数据
光威Basic M.2（256GB）,239,,,https://2b.zol-img.com.cn/product/225_320x240/345/cecZCCBNOVjvE.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2323MB/s
写入速度：1238MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2323MB/s,1238MB/s,暂无数据,150万小时
威士奇V900 M.2 PCIe（60GB）,240,,,https://2e.zol-img.com.cn/product/196_320x240/96/ceB2LsIy1MEeY.jpg,"存储容量：60GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1684MB/s
写入速度：543MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",60GB,暂无数据,M.2 PCIe接口,暂无数据,1684MB/s,543MB/s,暂无数据,暂无数据
中科存储ZKSFH 512GB,245,,,https://2c.zol-img.com.cn/product/260_320x240/520/ceh3nx4bohpbI.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2000MB/s
写入速度：1000MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,无缓存,2000MB/s,1000MB/s,暂无数据,150万小时
朗科绝影N930E PRO（256GB）,245,125.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100008356395.html,https://2c.zol-img.com.cn/product/207_320x240/864/ceqqWUHXjgLRM.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1871MB/s
写入速度：1145MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1871MB/s,1145MB/s,暂无数据,暂无数据
长城GW3300（1TB）,248,365.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100059649342.html,https://2a.zol-img.com.cn/product/250_320x240/726/ceYrevA60XXo.jpg,"存储容量：256GB
硬盘尺寸：长80mm；宽22mm；高2.25mm
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3300MB/s
写入速度：2600MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,长80mm；宽22mm；高2.25mm,M.2 PCIe接口,无缓存,3300MB/s,2600MB/s,暂无数据,150万小时
储侠C20 512GB,249,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10058712774239.html,https://2f.zol-img.com.cn/product/262_320x240/671/ceDpaCyOMzHsg.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：2000MB/s
写入速度：1500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,无缓存,2000MB/s,1500MB/s,暂无数据,暂无数据
先锋APS-SE20G-256GB,249,,,https://2c.zol-img.com.cn/product/203_320x240/878/ceD0rU5cMhf4k.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：128MB
读取速度：3000MB/s
写入速度：1000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,128MB,3000MB/s,1000MB/s,暂无数据,暂无数据
金胜维NX 2242 512GB,249,249.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10061300698342.html,https://2a.zol-img.com.cn/product/260_320x240/740/ceI6reJIxpMqM.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：3400MB/s
写入速度：2500MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,无缓存,3400MB/s,2500MB/s,暂无数据,暂无数据
惠普EX900 M.2（250GB）,249,129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/6245665.html,https://2a.zol-img.com.cn/product/225_320x240/514/ceYBhNNVg7Y.jpg,"存储容量：250GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2100MB/s
写入速度：1300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",250GB,暂无数据,M.2 PCIe接口,暂无数据,2100MB/s,1300MB/s,暂无数据,暂无数据
台电幻影NP800 M.2（240GB）,249,119.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/28330080230.html,https://2c.zol-img.com.cn/product/190_320x240/406/ceXxUN8uga0dg.jpg,"存储容量：240GB
硬盘尺寸：M.2-2280
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1900MB/s
写入速度：1200MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",240GB,M.2-2280,M.2 PCIe接口,暂无数据,1900MB/s,1200MB/s,暂无数据,150万小时
金泰克TP3500SE（256GB）,249,,,https://2b.zol-img.com.cn/product/220_320x240/157/ce3DAq92LGJE.jpg,"存储容量：256GB
硬盘尺寸：1.8英寸
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：1300MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,1.8英寸,M.2 PCIe接口,暂无数据,3500MB/s,1300MB/s,暂无数据,暂无数据
佰维M350（500GB）,249,259.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100149430389.html,https://2c.zol-img.com.cn/product/271_320x240/60/celtHG6RUel7Y.png,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：无缓存
读取速度：5000MB/s
写入速度：2000MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,无缓存,5000MB/s,2000MB/s,暂无数据,暂无数据
Colorful CF600 镭风（500GB）,249,219.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10058893191239.html,https://2a.zol-img.com.cn/product/222_320x240/750/ceWLQ2kzcs.jpg,"存储容量：500GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2300MB/s
写入速度：1400MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",500GB,暂无数据,M.2 PCIe接口,暂无数据,2300MB/s,1400MB/s,暂无数据,暂无数据
超频三迅捷S2000（256GB）,249,,,https://2c.zol-img.com.cn/product/206_320x240/978/ce7DdczDCE7qE.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2200MB/s
写入速度：1700MB/s
平均无故障时间：100万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2200MB/s,1700MB/s,暂无数据,100万小时
宇瞻AS2280P4（256GB）,249,,,https://2c.zol-img.com.cn/product/225_320x240/826/cePaWGJ6SJEJ2.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1800MB/s
写入速度：1100MB/s
平均无故障时间：150万小时
平均寻道时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,1800MB/s,1100MB/s,暂无数据,150万小时
ST-magic SX2513（256GB）,249,,,https://2f.zol-img.com.cn/product/206_320x240/961/ceSPmd7MQfefw.jpg,"存储容量：256GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：2400MB/s
写入速度：1550MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",256GB,暂无数据,M.2 PCIe接口,暂无数据,2400MB/s,1550MB/s,暂无数据,暂无数据
阿斯加特AN系列M.2（256GB）,249,,,https://2d.zol-img.com.cn/product/194_320x240/393/cemuGsQWzGM.jpg,"存储容量：256GB
硬盘尺寸：M.2-2280
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：1570MB/s
写入速度：540MB/s
平均无故障时间：160万小时
平均寻道时间：暂无数据",256GB,M.2-2280,M.2 PCIe接口,暂无数据,1570MB/s,540MB/s,暂无数据,160万小时
aigo（爱国者）P3500 512GB,249,229.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/100049404389.html,https://2b.zol-img.com.cn/product/227_320x240/927/ceMrlF01XScE.jpg,"存储容量：512GB
硬盘尺寸：暂无数据
接口类型：M.2 PCIe接口
缓存：暂无数据
读取速度：3500MB/s
写入速度：2800MB/s
平均寻道时间：暂无数据
平均无故障时间：暂无数据",512GB,暂无数据,M.2 PCIe接口,暂无数据,3500MB/s,2800MB/s,暂无数据,暂无数据
