标题,参考价,京东价
博林克16GB DDR4 2400台式机马甲条,329,258
博林克4GB DDR4 2400台式机马甲条,99,68
博林克16GB(8G*2) DDR4 2666台式机内存条,396,390
博林克16GB DDR4 2666台式机内存条,338,332
博林克32GB(16G*2) DDR4 2666台式机内存条,676,670
博林克16GB(8G*2) DDR4 3200台式机内存条,396,390
博林克8GB DDR4 2666台式机内存条,198,192
博林克32GB(16G*2) DDR4 3200台式机内存条,676,670
博林克8GB DDR4 3200台式机内存条,198,192
博林克32GB DDR4 3200笔记本内存,688,682
博林克16GB DDR4 3200台式机内存条,338,332
博林克8GB DDR4 3200笔记本内存,155,149
博林克16GB DDR4 3200笔记本内存,339,333
博林克32GB DDR4 2666笔记本内存,688,682
科赋炎龙CRAS V RGB DDR5 6400 64GB（2×32GB）,1799,1499
科赋炎龙CRAS V RGB DDR5 7200 48GB（2×24GB）,1469,1199
科赋炎龙CRAS V RGB DDR5 6400 48GB（2×24GB）,1479,1149
科赋炎龙CRAS V RGB DDR5 6400 32GB（2×16GB）,999,799
科赋炎龙CRAS V RGB DDR5 6000 48GB（2×24GB）,1199,1049
科赋炎龙CRAS V RGB DDR5 6000 64GB（2×32GB）,1699,1399
来酷32GB DDR5 4800笔记本内存,609,469
科赋炎龙CRAS V RGB DDR5 6000 32GB（2×16GB）,899,739
来酷4GB DDR3L 1600笔记本内存低压版,55,39
来酷4GB DDR3 1600台式机内存,55,39
来酷32GB DDR5 4800台式机内存,609,479
来酷8GB DDR3 1600台式机内存,79,49
来酷4GB DDR4 2666台式机内存,69,48
来酷8GB DDR4 2666台式机内存,99,69
来酷16GB DDR5 4800台式机内存,285,199
来酷8GB DDR4 3200台式机内存,115,79
来酷32GB DDR4 3200台式机内存,455,299
来酷16GB DDR4 3200台式机内存,225,145
来酷8GB DDR4 3200笔记本内存,115,83
来酷16GB DDR4 3200笔记本内存,225,159
来酷32GB DDR4 3200笔记本内存,449,332
酷兽32GB DDR4 3200笔记本内存,429,279
来酷32GB DDR4 2666笔记本内存,189,137
来酷8GB DDR4 2666笔记本内存,99,74
酷兽16GB DDR4 3200笔记本内存,209,129
精粤16GB DDR4 3200马甲条,215,115
酷兽8GB DDR4 3200笔记本内存,109,75
博林克8GB DDR4 3200台式机马甲条,169,148
博林克4GB DDR4 3200台式机马甲条,299,
博林克16GB DDR4 3200台式机马甲条,339,258
博林克8GB DDR4 2666台式机马甲条,159,138
博林克4GB DDR4 2666台式机马甲条,99,68
博林克16GB DDR4 2666台式机马甲条,329,258
博林克8GB DDR4 2400台式机马甲条,159,138
博林克16GB DDR4 2400台式机马甲条,329,258
博林克4GB DDR4 2400台式机马甲条,99,68
博林克16GB(8G*2) DDR4 2666台式机内存条,396,390
博林克16GB DDR4 2666台式机内存条,338,332
博林克32GB(16G*2) DDR4 2666台式机内存条,676,670
博林克16GB(8G*2) DDR4 3200台式机内存条,396,390
博林克8GB DDR4 2666台式机内存条,198,192
博林克32GB(16G*2) DDR4 3200台式机内存条,676,670
博林克8GB DDR4 3200台式机内存条,198,192
博林克32GB DDR4 3200笔记本内存,688,682
博林克16GB DDR4 3200台式机内存条,338,332
博林克8GB DDR4 3200笔记本内存,155,149
博林克16GB DDR4 3200笔记本内存,339,333
博林克32GB DDR4 2666笔记本内存,688,682
博林克8GB DDR4 2666笔记本内存,155,149
博林克4GB DDR4 2666笔记本内存,99,93
博林克16GB DDR4 2666笔记本内存,339,333
博林克32GB DDR4 2400笔记本内存,688,682
博林克16GB DDR4 2400笔记本内存,339,333
博林克8GB DDR4 2400笔记本内存,146,149
博林克4GB DDR3 1600笔记本内存,86,80
博林克8GB DDR3 1600笔记本内存,146,140
博林克4GB DDR4 2400笔记本内存,86,93
博林克4GB DDR3 1333笔记本内存,86,80
博林克2GB DDR3 1600笔记本内存,56,50
博林克8GB DDR3 1333笔记本内存,146,140
博林克2GB DDR3 1333笔记本内存,56,50
宇瞻暗黑马甲 DDR5 6400 16GB,429,325
宇瞻暗黑马甲 DDR5 6400 32GB（2×16GB）,849,649
长城台式机内存条 DDR5 5600 16GB,319,225
长城台式机内存条 DDR5 5600 32GB（2×16GB）,619,469
长城台式机内存条 DDR5 4800 32GB,609,459
Great Wall（长城） 铠甲系列 DDR5 5600 32GB（2×16GB）,619,459
Great Wall（长城） 铠甲系列 DDR5 5600 16GB,319,239
长城铠甲系列 DDR5 6000 16GB,359,234
朗科Z RGB DDR5 6200 32GB（2×16GB）,789,759
朗科越影II DDR5 4800 16GB,249,249
朗科Z RGB DDR5 6600 32GB（2×16GB）,899,
新乐士狂刃 DDR5 7200 48GB（2×24GB） 白色,1599,1099
新乐士狂刃 DDR5 6800 32GB（2×16GB） 黑色,899,
新乐士狂刃 DDR5 6800 32GB（2×16GB） 白色,899,839
新乐士狂刃 DDR5 7200 32GB（2×16GB） 黑色,999,889
新乐士狂刃 DDR5 7200 32GB（2×16GB） 黑色,999,
新乐士狂刃 DDR5 8000 48GB（2×24GB） 白色,2099,1049
新乐士狂刃 DDR5 8000 32GB（2×16GB） 黑色,1499,
新乐士狂刃 DDR5 8000 32GB（2×16GB） 白色,1499,939
新乐士幻影王者 RGB DDR5 8000 48GB（2×24GB）,2299,1299
新乐士幻影王者 RGB DDR5 7200 48GB（2×24GB）,1799,1199
新乐士幻影王者 RGB DDR5 7200 32GB（2×16GB）,1299,849
新乐士幻影王者 RGB DDR5 8000 32GB（2×16GB）,1699,899
新乐士幻影王者 RGB DDR5 6400 64GB（2×32GB）,1699,
新乐士幻影王者 RGB DDR5 6800 48GB（2×24GB）,1599,
新乐士幻影王者 RGB DDR5 6800 32GB（2×16GB）,1099,
新乐士狂刃 DDR5 7200 32GB（2×16GB） 白色,899,
新乐士狂刃 DDR5 6800 32GB（2×16GB） 白色,839,
新乐士狂刃 DDR5 7200 32GB（2×16GB） 黑色,899,849
新乐士狂刃 DDR5 6400 64GB（2×32GB） 白色,1429,
新乐士狂刃 DDR5 6800 32GB（2×16GB） 黑色,849,799
新乐士狂刃 DDR5 6400 32GB（2×16GB） 白色,799,779
金邦摩羯 DDR5 6400 32GB（2×16GB）,829,
金邦摩羯 DDR5 6800 32GB（2×16GB）,949,
科赋雷霆BOLT V DDR5 6400 32GB（2×16GB）,849,669
金邦巨蟹 RGB DDR5 8200 48GB（2×24GB）,2899,1499
金邦巨蟹 RGB DDR5 7200 48GB（2×24GB）,1799,1099
金邦巨蟹 RGB DDR5 8000 48GB（2×24GB）,2499,1299
金邦巨蟹 RGB DDR5 6000 48GB（2×24GB）,769,899
金邦巨蟹 RGB DDR5 6400 48GB（2×24GB）,869,929
金邦巨蟹 RGB DDR5 7200 32GB（2×16GB）,1099,799
金邦巨蟹 DDR5 6200 48GB（2×24GB）,775,
金邦巨蟹 RGB DDR5 6800 32GB（2×16GB）,949,879
金邦巨蟹 DDR5 6000 48GB（2×24GB）,749,899
金邦巨蟹 DDR5 7200 32GB（2×16GB）,999,749
金邦巨蟹 DDR5 6800 32GB（2×16GB）,879,699
金邦巨蟹 RGB DDR5 8000 24GB,1259,
金邦巨蟹 DDR5 6400 24GB,429,449
金邦巨蟹 RGB DDR5 7200 24GB,909,
阿斯加特博拉琪 DDR5 7200 32GB（2×16GB）,1199,1199
威刚XPG 威龙 D500 DDR5 6400 32GB 釉白,845,769
威刚XPG 威龙 D500 DDR5 6000 32GB(16GBx2) 酷黑,859,849
威刚XPG 威龙 D500 DDR5 6400 16GB 酷黑,495,409
威刚XPG 龙耀 D500G DDR5 8000 32GB(16GBx2),1899,1278
威刚XPG 龙耀 D500G RO姬 DDR5 8000 32GB(16GBx2),1899,1378
威刚XPG 龙耀 D500G RO姬 DDR5 6800 32GB(16GBx2),1099,978
威刚XPG 龙耀 D500G RO姬 DDR5 6400 32GB(16GBx2),999,928
影驰HOF OC Lab 幻迹S DDR5 6400 32GB(16GBx2),1499,
影驰星曜 DDR5 6200 32GB(16GBx2),779,649
影驰HOF PRO DDR5 8000 48GB(24GBx2),3499,1599
影驰星曜 DDR5 6400 32GB(16GBx2),859,669
影驰HOF PRO DDR5 7200 32GB(16GBx2),1499,999
影驰HOF PRO DDR5 7000 32GB(16GBx2),1149,899
影驰HOF PRO DDR5 7600 32GB(16GBx2),2199,1099
影驰HOF EXTREME DDR5 7200 48GB(24GBx2),2199,1399
光威天策S系列 DDR5 5600 笔记本 16GB,289,259
影驰星曜 20周年纪念版 DDR5 7200 48GB(24GBx2),2199,
光威神策系列 DDR5 7200 32GB(16GB×2),1099,899
光威神策RGB系列 DDR5 6400 48GB(24GB×2) 海力士A-die,1299,899
光威天策S系列 DDR5 4800 笔记本 32GB,599,479
光威神策RGB系列 DDR5 6400 32GB(16GB×2) 海力士A-die,849,879
光威神策RGB系列 DDR5 6600 32GB(16GB×2),879,
金士顿FURY 叛逆者Renegade DDR5 7600 32GB(16GBx2) RGB款,1899,1799
金士顿FURY 叛逆者Renegade DDR5 7600 32GB(16GBx2),1799,1699
金士顿FURY 叛逆者Renegade DDR5 7600 32GB(16GBx2) 白色款,1799,
金士顿FURY 叛逆者Renegade DDR5 6800 32GB(16GBx2) 白色RGB款,1499,1399
金士顿FURY 叛逆者Renegade DDR5 6800 32GB(16GBx2) RGB款,1499,1399
金士顿FURY 叛逆者Renegade DDR5 6800 32GB(16GBx2),1439,
金士顿FURY 叛逆者Renegade DDR5 6800 16GB 白色款,719,
美商海盗船统治者泰坦RGB 32GB(16Gx2) DDR5 6400,1499,1529
美商海盗船统治者泰坦RGB 32GB(16Gx2 DDR5 7200 ),1749,1649
金士顿64GB(32G×2) DDR5 4800笔记本内存条,1499,
金士顿32GB DDR5 4800笔记本内存条,749,649
酷兽夜枭 32GB(16GB*2)DDR4 3600,389,379
酷兽夜枭 16GB(8GB*2) DDR4 3600,215,189
酷兽夜枭 32GB(16GB*2) DDR5 5200,499,459
酷兽24GB DDR5 6400,479,
酷兽夜枭 16GB(8GB*2) DDR5 5200,799,
玖合32GB DDR5 4800 笔记本内存条,538,439
玖合16GB DDR5 4800 笔记本内存条,264,
玖合8GB DDR5 5200 笔记本内存条,140,
玖合星辰 16GB DDR4 2666,168,
玖合星辰 32GB DDR4 2666,328,
玖合星辰 8GB DDR4 2666,88,109
十铨科技幻镜 16G(8G*2) DDR4 3600,3949,
玖合星辰 32GB DDR4 3200,338,
玖合星辰 8GB DDR3 1866,86,69
十铨科技EXPERT 32G(16G*2) DDR5 7200,1499,899
十铨科技EXPERT  48G(24G*2) DDR5 7200,1909,1349
十铨科技EXPERT  64G(32G*2) DDR5 6400,1579,1469
十铨科技开创者  32G(16G*2) DDR5 5600,689,599
十铨科技开创者 64G(32G*2)  DDR5 5600,1378,1199
十铨科技EXPERT 32G(16G*2)  DDR5 6400,929,799
十铨科技开创者  32GB DDR5 5600,689,599
十铨科技XTREEM 32G(16G*2)  DDR5 8000,2399,1199
十铨科技XTREEM DDR5 48G(24G*2) 8200,3099,2888
十铨科技DELTA RGB 32G(16G*2)  DDR5 7600 48G(24G*2),2179,
十铨科技XTREEM 32G(16G*2) DDR5 7600,3999,
十铨科技DELTA RGB 32G(16G*2) DDR5 7600,1999,
十铨科技DELTA RGB 32G(16G*2)DDR5 6400,979,819
十铨科技DELTA RGB 48G(24G*2) DDR5 7200,1899,1439
十铨科技DELTA RGB 32G(16G*2) DDR5 7200,1299,989
先锋32GB DDR4 3200 台式机内存条,309,
先锋16GB DDR4 3200 台式机内存条,179,
十铨科技DELTA RGB 32G(16G*2) DDR5 6000,1199,
先锋冰锋系列 32GB DDR5 4800,459,
先锋冰锋系列 8GB DDR5 4800,119,
先锋冰锋系列 16GB DDR5 4800,229,
先锋冰锋系列 8GB DDR4 3600,89,
先锋冰锋系列 16GB DDR4 3600,189,
先锋16GB DDR4 3200 笔记本内存条,145,
先锋16GB DDR4 2666 笔记本内存条,145,
先锋8GB DDR4 2666 笔记本内存条,75,
先锋32GB DDR4 2666 笔记本内存条,309,
沃存32GB（2×16GB）DDR4 3600,299,
影驰HOF CLASSIC DDR5 7000 16G*2,1299,
七彩虹战斧·冰雪白 16GB（2×8GB）DDR4 3600,315,
玖合忆界 16GB（2×8GB）DDR5 5600,299,
英睿达32GB（2×16GB）DDR5 4800 笔记本内存条,568,559
宇瞻暗黑女神NOX DDR4 16GB（2×8GB）3200 RGB灯条 白色,409,
七彩虹战斧 赤焰 32GB（2×16GB）DDR5 6600 白色款,749,
铨兴16GB DDR4 3200（笔记本）,389,139
wdkst 4g2133 4g 2133台式机内存,159,89
jqsk ddr3 1600 4g台式机内存 4g ddr3 1600(标压1.5v)台式机内存,95,45
jqsk ddr3 1600  8g台式机内存 8g ddr3 1600(标压1.5v)台式机内存,175,79
颠覆玩家8g 2133 8g ddr4 2133,189,
颠覆玩家4g 2133 4g ddr4 2133,119,
wdkst 4g2400 4g 2400台式机内存,89,79
xingyixin（星亿芯）32g2933 recc ddr4-2933-32g-2rx4,639,
xingyixin（星亿芯）64g2933 recc ddr4-2933y-64g-2rx4,1459,
xingyixin（星亿芯）ddr4 2400 16g ddr4 2400 16g,289,209
xingyixin（星亿芯）ddr4 2666 16g ddr4 2666 16g,309,239
xingyixin（星亿芯）ddr4 2400 4g ddr4 2400 4g,79,
xingyixin（星亿芯）ddr4 2666 4g ddr4 2666 4g,89,
xingyixin（星亿芯）ddr4 3200 16g ddr4 3200 16g,309,259
xingyixin（星亿芯）ddr4 2666 32g ddr4 2666 32g,599,489
xingyixin（星亿芯）ddr4 3200 8g ddr4 3200 8g,159,
xingyixin（星亿芯）ddr4 2400 8g ddr4 2400 8g,149,
xingyixin（星亿芯）ddr4 2133 16g ddr4 2133 16g,289,219
xingyixin（星亿芯）ddr4 2666 8g ddr4 2666 8g,159,119
xingyixin（星亿芯）64g2666 recc ddr4-2666v-64g-4dr4,1399,
xingyixin（星亿芯）ddr4 2133 4g ddr4 2133 4g,79,
xingyixin（星亿芯）ddr4 2133 8g ddr4 2133 8g,149,109
ahseck ddr4 16g 16g 3200笔记本内存英睿达系列,1919,
ahseck ddr4 16g 16g 2133笔记本内存英睿达系列,899,
ahseck ddr4 16g 16g 2400笔记本内存镁光系列,899,
ahseck ddr4 16g 16g 2666/2667笔记本内存镁光系列,429,
ahseck ddr4 16g 16g 2133笔记本内存镁光系列,479,
ahseck ddr4 16g 16g 2400笔记本内存英睿达系列,429,
hlhc 4g 2400 4g ddr4 2400 双条,398,
ahseck ddr4 16g 16g 3200笔记本内存镁光系列,229,
ahseck ddr4 16g 16g 2666/2667笔记本内存英睿达系列,229,
hlhc 8g 2400 8g ddr4 2400 单条,329,
hlhc ddr4 2400,335,205
hlhc 8g 2400 8g ddr4 2400 双条,658,
hlhc 16g  2666 16g ddr4 2666/2667单条,599,
hlhc 4g 1600 4g ddr3 1600 单条,199,
hlhc 16g  1600 8g ddr3 1600 双条,658,
hlhc 8g 1600 8g ddr3 1600 单条,329,
hlhc 8g 1600 4g ddr3 1600 双条,389,
hlhc 4g 2666 32g ddr4 2666 双条,2598,2598
hlhc 4g 2666 8g ddr4 2666 双条,658,658
hlhc 4g 2666 32g ddr4 2666 单条,1299,1299
hlhc 4g 2666 16g ddr4 2666 双条,1198,1198
hlhc 4g 2666 16g ddr4 2666 单条,599,599
hlhc 4g 2666 4g ddr4 2666 双条,398,398
hlhc 4g 2666 8g ddr4 2666 单条,329,329
hlhc 8g 2666 8g ddr4 2666/2667单条,329,
hlhc 4g 2666 4g ddr4 2666 单条,199,199
hlhc 2400  4g 4g ddr4 2400 单条,199,
hlhc 32g 2400 32g ddr4 2400 双条,2598,
hlhc 16g 1600 8g ddr3 1600 双条,658,
hlhc 8g  1600 4g ddr3 1600 双条,398,
hlhc 16g 2400 16g ddr4 2400 单条,599,
嘉硕通ddr3 32g 1333 32g ddr3 1333mhz(服务器内存),999,175
hlhc 32g 2400 32g ddr4 2400 单条,1299,
嘉硕通ddr3 8g 1066 8g ddr3 1066mhz(服务器内存),259,53
嘉硕通ddr3 64g 1333 64g ddr3 1333mhz(服务器内存),1899,
嘉硕通ddr3 8g 1866 8g ddr3 1866mhz(服务器内存),389,73
嘉硕通32g 2666/2667 2666/2667mhz,789,559
嘉硕通ddr3 32g 1600 32g ddr3 1600mhz(服务器内存),999,180
嘉硕通ddr3 16g 1333 16g ddr3 1333mhz(服务器内存),659,130
嘉硕通ddr3 8g 1600 8g ddr3 1600mhz(服务器内存),269,73
嘉硕通ddr3 16g 1066 16g ddr3 1066mhz(服务器内存),679,125
嘉硕通ddr3 16g 1600 16g ddr3 1600mhz(服务器内存),450,130
嘉硕通ddr3 32g 1866 32g ddr3 1866mhz(服务器内存),1700,190
嘉硕通ddr3 16g 1866 16g ddr3 1866mhz(服务器内存),659,140
嘉硕通ddr3 32g 1066 32g ddr3 1066mhz(服务器内存),999,175
嘉硕通ddr3 8g 1333 8g ddr3 1333mhz(服务器内存),259,58
USCorsair（美商海盗船）笔记本ddr3l pc3l 1600 4g 4g（单条）,159,52
嘉硕通ddr3 64g 1600 64g ddr3 1600mhz(服务器内存),1899,
USCorsair（美商海盗船）台式机ddr3 1333 16g（8g×2） 16g（8g×2条）,508,215
USCorsair（美商海盗船）笔记本ddr3l 1600 8g(4g×2) 8g（4g×2条）,299,104
USCorsair（美商海盗船）笔记本ddr3l 1333 16g(8g×2) 16g（8g×2条）,508,215
USCorsair（美商海盗船）笔记本ddr3l pc3l 1333 8g 低压 8g（单条）,259,119
USCorsair（美商海盗船）笔记本ddr3 pc3 1600 8g 8g（单条）,289,289
USCorsair（美商海盗船）台式机ddr3l 1600 8g 低压 8g（单条）,259,109
USCorsair（美商海盗船）笔记本ddr3l 1600 8g 8g（单条）,285,285
USCorsair（美商海盗船）台式机ddr3 1600 8g 8g（单条）,269,229
USCorsair（美商海盗船）台式机ddr3 1600 16g（8g×2） 16g（8g×2条）,539,469
USCorsair（美商海盗船）台式机ddr3 1600 8g 标压 8g（单条）,329,329
USCorsair（美商海盗船）台式机ddr3l 1600 16g（8g×2） 16g（8g×2条）,508,215
USCorsair（美商海盗船）台式机ddr3 1333 8g 标压 8g（单条）,259,109
skic 8g ddr4 2400 8g ddr4 2400,209,209
skic 8g ddr4 2400 ecc 8g ddr4 2400 ecc,199,199
USCorsair（美商海盗船）笔记本ddr3 1600 16g(8g×2) 16g（8g×2条）,578,578
skic 8g ddr4 3200 8g ddr4 3200,219,
skic 8g ddr4 2666 ecc 8g ddr4 2666 ecc,289,289
skic 16g ddr4 3200 16g ddr4 3200,419,
skic 32g ddr4 3200 32g ddr4 3200,829,
skic 8g ddr4 2666 8g ddr4 2666,215,
skic 16g ddr4 2400 16g ddr4 2400,215,215
skic 16g ddr4 2666 16g ddr4 2666,409,
skic 32g  ddr4 2666 32g,809,809
skic 8g  ddr4 2666 8g,219,219
skic 16g  ddr4 2666 16g,409,409
skic 32g ddr4 2666 32g ddr4 2666,799,
skic 4g ddr4 2666 4g ddr4 2666,119,119
micrmt 32g ddr3 1333 32g ddr3 1333 ecc reg,89,89
micrmt 64g ddr4 2933 64g ddr4 2933,3599,3599
micrmt 16g ddr3 1866 16g ddr3 1866,159,159
micrmt 8g ddr4 3200 8g ddr4 3200,209,179
micrmt 8g ddr4 2400 8g ddr4 2400,189,149
micrmt 16g ddr4 2933 16g ddr4 2933,699,699
micrmt 16g ddr4 2666 16g ddr4 2666,369,309
micrmt 8g ddr4 2933 8g ddr4 2933,499,499
micrmt 8g ddr4 2666 8g ddr4 2666,199,159
micrmt 4g ddr4 2666 4g ddr4 2666,109,109
micrmt 32g ddr4 2933 32g ddr4 2933,1599,1599
美商海盗船复仇者 32GB（2×16GB）DDR5 7200,1899,1099
美商海盗船复仇者 64GB（2×32GB）DDR5 5600,2099,1349
美商海盗船复仇者 32GB（2×16GB）DDR5 5600,899,739
影驰HOF OC Lab 大师S 32GB（2×16GB）DDR5 6200,1799,
影驰HOF OC Lab 大师S 32GB（2×16GB）DDR5 5600,1399,
影驰HOF OC Lab 大师S 32GB（2×16GB）DDR5 5800,1399,
影驰HOF OC Lab 大师S 32GB（2×16GB）DDR5 6000,1499,
朗科绝影RGB 16GB（2x8G）DDR4 3600低时序电镀版,579,
阿斯加特弗雷 Freyr 32GB（2×16GB）DDR5 5200,799,
朗科绝影RGB 16GB（2x8G）DDR4 3600常规电镀版,479,249
雷克沙战神之刃 RGB 32GB（2×16GB）DDR5 5600,1599,
朗科绝影RGB 16GB（2x8G）DDR4 3200常规电镀版,459,239
朗科绝影RGB 16GB（2x8G）DDR4 3200低时序电镀版,559,319
美商海盗船复仇者RGB 4×32GB DDR4 3600吹雪联名款,9799,
美商海盗船复仇者RGB 4×32GB DDR4 3200吹雪联名款,9799,
美商海盗船复仇者RGB 2×8GB DDR4 3600吹雪联名款,649,
美商海盗船复仇者RGB 2×16GB DDR4 3200吹雪联名款,1099,
美商海盗船复仇者RGB 16GB DDR4 3200吹雪联名款,9799,
美商海盗船复仇者RGB 2×8GB DDR4 3200吹雪联名款,649,
美商海盗船复仇者RGB RS 2×16GB D4 3200,999,
美商海盗船复仇者RGB RS 4×32GB D4 3200,9799,
美商海盗船复仇者RGB RS 8×32GB D4 3200,9799,
美商海盗船复仇者RGB RS 16GB D4 3200,9799,
美商海盗船复仇者RGB SL 2×8GB DDR4 3600,609,
美商海盗船复仇者RGB SL 2×16GB DDR4 3600,1024,
美商海盗船复仇者RGB SL 2×8GB D4 3200,599,
美商海盗船复仇者 RGB PRO 8×32GB DDR4 3000,9799,
美商海盗船复仇者RGB SL 4×32GB D4 3200,9799,
美商海盗船复仇者 RGB PRO 4×32GB DDR4 3000,9799,
美商海盗船复仇者 RGB PRO 2×16GB DDR4 3000,9799,
美商海盗船复仇者 RGB PRO 2×32GB DDR4 3000,1999,
美商海盗船复仇者 RGB PRO 16GB DDR4 3000,9799,
美商海盗船复仇者 PRO 8×32GB DDR4 4000,9799,
美商海盗船复仇者 PRO 4×32GB DDR4 4000,9799,
美商海盗船复仇者 RGB PRO 2×32GB DDR4 3200,4899,
美商海盗船复仇者 PRO 2×8GB DDR4 4000,699,
美商海盗船复仇者 RGB PRO 4×32GB DDR4 3200,4899,
美商海盗船复仇者 RGB PRO 4×32GB DDR4 3600,4249,
美商海盗船复仇者 RGB PRO 16GB DDR4 3200,4899,
美商海盗船复仇者 RGB PRO 2×16GB DDR4 3200,4899,
USCorsair（美商海盗船）复仇者LPX DDR4 3600 8×32GB,9199,
美商海盗船复仇者 RGB PRO16GB DDR4 3600,489,
美商海盗船复仇者 RGB PRO 2×8GB DDR4 3600,589,
USCorsair（美商海盗船）复仇者LPX DDR4 3600 4×32GB,3999,2099
美商海盗船复仇者LPX 32GB DDR4 3000,799,869
景讯欣SU3D 16GB DDR4 3200,499,
景讯欣SU3D 8GB DDR4 3200,399,
景讯欣SU3D 8GB DDR4 2666笔记本内存条,399,
景讯欣SU3D 4GB DDR4 2666,259,
景讯欣SU3D 8GB DDR4 2666,359,
景讯欣SU3D 8GB DDR3 1600 笔记本内存条,359,
景讯欣SU3D 8GB DDR3 1600,299,
景讯欣SU3D 4GB DDR3 1600 笔记本内存条,259,
景讯欣SU3D 4GB DDR3 1600,199,
技嘉AORUS RGB  32GB（2x16GB）DDR5 6000,2199,
朗科绝影RGB 32GB DDR5 4800,1999,899
科赋32GB（2×16GB）DDR5 4800,1699,
影驰GAMER RGB 32GB（2×16GB）DDR5 6200,2999,
影驰GAMER RGB 16GB（2×8GB）DDR5 4800,1399,
阿斯加特弗雷 Freyr 16GB（2×8GB）DDR5 4800,999,
Team Delta RGB 32GB（2×16GB）DDR5 6200,6359,
七彩虹战斧 8GB DDR5 4800,899,
Team 梦境 16GB（2×8GB）DDR4 4000,899,
Team 梦境 32GB（2×16GB）DDR4 4000,1699,
影驰GAMER RGB 32GB（2×16GB）DDR5 4800,2299,
AIRDISK 8GB DDR4 3200（笔记本）,189,
Team 冥神系列 8GB DDR4 3600,219,
宇瞻黑豹 16GB DDR4 3000,409,
AIRDISK 16GB DDR4 3200（台式机）,379,
AIRDISK 8GB DDR4 2666（台式机）,189,
科赋CRAS XR RGB 32GB（2×16GB）DDR4 3200,1299,
玖合忆界 8GB DDR4 3000,185,
玖合忆界 16GB DDR4 3000,329,
科赋CRAS XR RGB 16GB（2×8GB）DDR4 3200,759,
玖合忆界 8GB DDR4 2666,179,83
玖合忆界 16GB（2×8GB）DDR4 2666,359,
玖合忆界 16GB DDR4 2666,349,129
玖合忆界 16GB（2×8GB）DDR4 3200,339,
玖合忆界 16GB DDR4 3200,379,138
玖合忆界 32GB（2×16GB）DDR4 2666,699,
磐镭RGB PRO GAMING MEMORY 16GB DDR4 3200,499,
金泰克T4 16GB DDR5 4800,999,
磐镭RGB PRO GAMING MEMORY 8GB DDR4 3200,289,
威刚XPG威龙D45 8GB DDR4 3600,499,
紫光藏刃 16GB DDR4 3200（台式机）,399,
紫光藏刃 8GB DDR4 3200（台式机）,199,159
玖合4GB DDR3L 1600（笔记本）,99,
玖合4GB DDR4 2666（笔记本）,109,
玖合8GB DDR3L 1600（笔记本）,159,49
朗科越影 16GB（2×8GB）DDR4 3200,359,169
朗科越影 16GB（2×8GB）DDR4 3600,449,
雷克沙Hades OC 16GB（2×8GB）DDR4 3200,429,
金泰克速虎X4 16GB（2×8GB）DDR4 3200,449,
影驰HOF PRO RGB 16GB（2×8GB） DDR4 3600,899,
影驰HOF PRO RGB 32GB（4×8GB） DDR4 3600,1799,
金泰克战虎Z3 16GB（2×8GB）DDR4 3600,689,
金泰克战虎Z3 64GB（2×32GB）DDR4 3600,2699,
金泰克战虎Z3 64GB（2×32GB）DDR4 3200,2299,
英睿达Ballistix铂胜 RGB 16GB（2×8GB）DDR4 3600（BL2K8G36C16U4RL）,659,
金泰克战虎Z3 32GB（2×16GB）DDR4 3200,1189,
金泰克战虎Z3 16GB（2×8GB）DDR4 3200,659,
英睿达Ballistix铂胜 RGB 16GB（2×8GB）DDR4 3600（BL2K8G36C16U4WL）,639,
英睿达Ballistix铂胜 RGB 16GB（2×8GB）DDR4 3200（BL2K8G32C16U4RL）,639,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3600（BL2K8G36C16U4R）,579,
海盗船复仇者RGB PRO SL 128GB（4×32GB）DDR4 3200（CMH128GX4M4E3200C16）,4899,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3000（BL2K8G30C15U4R）,479,
英睿达Ballistix铂胜游戏 16GB（2×8GB）DDR4 3200（BL2K8G32C16U4R）,539,
海盗船复仇者RGB PRO SL 32GB（2×16GB）DDR4 3200（CMH32GX4M2E3200C16）,1149,1099
海盗船复仇者RGB RS 64GB（2×32GB）DDR4 3600（CMG64GX4M2D3600C18）,2469,
海盗船复仇者RGB PRO SL 16GB（2×8GB）DDR4 3200（CMH16GX4M2E3200C16）,639,
欧比亚8GB DDR4 2666 马甲条,259,
光威天策 32GB（2×16GB）DDR4 3000,839,
光威天策 32GB DDR4 3000,759,
欧比亚4GB DDR4 2666,129,
欧比亚16GB DDR4 2666,489,
欧比亚8GB DDR4 2666,249,
双敏8GB DDR3 1600（台式机）,209,
欧比亚8GB DDR3 1600,189,
双敏16GB DDR4 2666（台式机）,499,
磐镭8GB DDR3 1600,199,
磐镭16GB（2×8GB）DDR3 1600,389,
磐镭32GB（4×8GB）DDR3 1600,759,
磐镭64GB（4×16GB）DDR4 2666 马甲条,1679,
磐镭16GB DDR4 2666 马甲条,429,
磐镭32GB（2×16GB）DDR4 2666 马甲条,849,
磐镭32GB（4×8GB）DDR4 2666 马甲条,859,
磐镭16GB（2×8GB）DDR4 2666 马甲条,439,
磐镭8GB DDR4 2666 马甲条,229,
磐镭32GB DDR4 3200 马甲条,979,
磐镭64GB（2×32GB）DDR4 3200 马甲条,1909,
