标题,参考价,京东价,京东链接,产品图片,产品参数
慧尔德YP02 YP-02 5CM双风扇,26,26.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076324483281.html,https://2c.zol-img.com.cn/product/252_320x240/582/cevhzPoi8zpA.jpg,"产品型号	YP-02
散热方式	风冷
风扇尺寸	50*50*10mm
最高转数	4000RPM
散热片尺寸	130*105*17MMmm"
慧尔德YP01 YP-01 8CM单风扇,26,26.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076324483280.html,https://2d.zol-img.com.cn/product/252_320x240/589/ce6bUTsyozcyA.jpg,"产品型号	YP-01
散热器类型	风冷散热器
散热方式	风冷
产品重量	150g
风扇尺寸	80*80*15mm
最高转数	2000RPM
散热片尺寸	130*105*17MMmm"
慧尔德YP03 标准,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076323246573.html,https://2d.zol-img.com.cn/product/252_320x240/601/ce5UG9bCfDFBg.jpg,"产品型号	YP-03涡轮散热器
散热器类型	风冷散热器
散热方式	风冷
产品重量	150g
风扇尺寸	125*120*20mm
最高转数	2200RPM
散热片尺寸	125*120*20mm"
慧尔德A280 A280水冷排,299,,,https://2f.zol-img.com.cn/product/252_320x240/615/ceCEnXBUSR882.jpg,"产品型号	A280水冷
散热器类型	一体式水冷散热器
散热方式	水冷
产品重量	1.95kg
风扇尺寸	140*140*25MMmm
最高转数	2000RPM
散热片尺寸	315*143*32MMmm"
FANGMUZHE（放牧者）3Pro 棱镜3Pro白色【正向风道】,38,,,https://2a.zol-img.com.cn/product/252_320x240/628/cewVBB4Dyazo.jpg,"产品型号	棱镜3Pro
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品重量	200g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
FANGMUZHE（放牧者）3Pro 棱镜3Pro白色【反向风道】,38,,,https://2a.zol-img.com.cn/product/252_320x240/628/cewVBB4Dyazo.jpg,"产品型号	棱镜3Pro
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品重量	200g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
FANGMUZHE（放牧者）3Pro 棱镜3Pro黑色【反向风道】,38,,,https://2a.zol-img.com.cn/product/252_320x240/628/cewVBB4Dyazo.jpg,"产品型号	棱镜3Pro
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品重量	200g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
hkxc DP200A P/N2123XBL 以上都是2线的,19,,,https://2e.zol-img.com.cn/product/256_320x240/538/cer5E0nhMGvo.jpg,"产品型号	DP200A P/N2123XBL
散热器类型	机箱风扇
散热方式	风冷
产品重量	1kg"
lzqly LX400 LX-400 单散热片(无风扇,51,,,https://2a.zol-img.com.cn/product/256_320x240/552/ce8j05TeieuKw.jpg,"产品型号	LX-400
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	1kg"
lzqly lxbjbzhijia,143,,,https://2b.zol-img.com.cn/product/256_320x240/577/cevC5fEOLU3xI.jpg,"产品型号	lxbjbzhijia
散热方式	风冷"
lzqly M400 2管不带灯三针标准版本+含银硅,63,,,https://2f.zol-img.com.cn/product/256_320x240/581/ceSOoW0nZbyys.jpg,"产品型号	冰魔 M400
散热方式	风冷"
lzqly 2022SSRQS6 黑色标准版(无调速 六档高度可,61,,,https://2d.zol-img.com.cn/product/256_320x240/651/ceIEEj6lUvdw.jpg,"产品型号	2022SSRQ-S6
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	500kg"
余新电脑4U 三代至强 2U 主动式,499,499.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10059092977577.html,https://2a.zol-img.com.cn/product/256_320x240/678/ce8RcAC2HCu1U.jpg,"产品型号	4U
散热器类型	风冷散热器
散热方式	风冷
产品重量	1kg
风扇尺寸	12mm
最高转数	1300RPM
散热片尺寸	4Umm"
爱国者冰魄T240RGB,369,,,https://2e.zol-img.com.cn/product/184_320x240/428/cebhOfUXonUiU.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
发光方式	RGB
智能温控	搭载N.I.T.PWM风扇
电源参数	12V
输入功率	3.84W
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	1800RPM
最大风量	69.36CFM
风压	2.08mmaq
噪音	31.6dB
其它参数	电压：12V 
水冷排类型	240mm冷排
水冷头	尺寸：58*58*47.3mm
水冷液	水排去离子水冷液20g"
爱国者冰魄T360RGB,599,,,https://2a.zol-img.com.cn/product/184_320x240/502/ce6prQ1xUHYyQ.jpg,"散热器类型	CPU散热器
散热方式	风冷，水冷
发光方式	RGB
智能温控	搭载N.I.T.PWM风扇
电源参数	12V
输入功率	3.84W
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	1800RPM
最大风量	69.36CFM
风压	2.08mmaq
噪音	31.6dB
其它参数	电压：12V 
水冷排类型	360mm冷排
水冷头	尺寸：58*58*47.3mm
水冷液	水排去离子水冷液20g"
影驰风灵400D,79,129.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070796466611.html,https://2f.zol-img.com.cn/product/263_320x240/795/cev95PfNi9bMg.png,"产品型号	风灵400D
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700 
发光方式	RGB
产品尺寸	124×76.5×157mm
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	600-1600±200RPM
风压	1.74mmaq
噪音	32.39dB
热管数量	6热管"
影驰风影412C,79,39.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070796433010.html,https://2a.zol-img.com.cn/product/263_320x240/856/cetlBy8337BNk.png,"产品型号	风影412C
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/775/1200/1700 AMD：AM4/FM2/FM1/AM3+/AM3/AM2+/AM2 CPU
发光方式	RGB
产品尺寸	122×75×153mm
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	1500±10%RPM
风压	2.1mmaq
噪音	21dB"
影驰风睿V5-Intel,79,59.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070306873006.html,https://2d.zol-img.com.cn/product/263_320x240/895/ceUeSlhyJDDTM.png,"产品型号	风睿V5-Intel
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1366/1700/1800 
发光方式	RGB
产品尺寸	120×73×153mm
产品重量	543g
风扇数量	1个
风扇尺寸	120×48×153mm
扇叶数量	9叶
转数描述	800-1800RPM
最大风量	82.61CFM
风压	1.98mmaq
噪音	38.5dB
额定电压	DC12V"
影驰魔影Plus360R,389,1198.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10110293118370.html,https://2b.zol-img.com.cn/product/263_320x240/959/ceVLKy5X0S4cM.jpg,"产品型号	魔影Plus360R
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
产品尺寸	397×120×27mm
风扇数量	3个
风扇尺寸	120×120×25mm
转数描述	800-1800±10%RPM
最大风量	73.92CFM
风压	2.1mmaq
噪音	30dB
额定电压	12VDC
额定功率	3.2
水冷排类型	360mm冷排
转速	2800±10%RPM"
影驰风灵620D,189,169.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10054921045179.html,https://2a.zol-img.com.cn/product/263_320x240/994/cevhE17LUrr8A.png,"产品型号	风灵620D
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700 AMD：AM4/FM2/FM1/AM3/AM2+AM2
发光方式	RGB
产品尺寸	133×120×157mm
风扇数量	2个
风扇尺寸	120×120×25mm
扇叶数量	9叶
转数描述	800-1500±10%RPM
最大风量	48CFM
风压	2.02mmaq
噪音	30dB
额定电压	12VDC"
美商海盗船ML120 PRO RGB,829,829.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10044592486563.html,https://2d.zol-img.com.cn/product/263_320x240/111/ceehfdSveSss.jpg,"产品型号	ML120 PRO RGB
散热器类型	机箱风扇
散热方式	风冷
发光方式	RGB
使用寿命	60000小时
产品尺寸	120×120×25mm
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	磁悬浮轴承（Magnetic Bearing）
转数描述	400-1600±10%RPM
最大风量	47.3CFM
风压	1.78mmaq
噪音	25dB
额定电压	12VDC"
美商海盗船LL120 RGB,779,239.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/68847462961.html,https://2d.zol-img.com.cn/product/263_320x240/123/ceTv2oLOZZso.jpg,"产品型号	LL120 RGB
散热器类型	机箱风扇
散热方式	风冷
发光方式	RGB
使用寿命	40000小时
产品尺寸	120×120×25mm
风扇数量	3个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	600-1500 ±10% RPM
最大风量	43.25CFM
风压	1.61mmaq
噪音	24.8dB
额定电压	12V"
影驰风影412P,59,59.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10070796433009.html,https://2b.zol-img.com.cn/product/263_320x240/211/cev4urs8v4Otc.png,"产品型号	风影412P
散热器类型	风冷散热器
散热方式	风冷
发光方式	RGB
产品尺寸	90×114×80mm
风扇数量	1个
风扇尺寸	120×120×25mm
扇叶数量	9叶
转数描述	1500±10%RPM
最大风量	45.2CFM
风压	1mmaq
噪音	23.4dB
额定电压	12VDC"
影驰风灵620R,219,,,https://2e.zol-img.com.cn/product/263_320x240/280/ceWmzRyOsb9U.jpg,"产品型号	风灵620R
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700
发光方式	ARGB
产品尺寸	135×126×162mm
风扇数量	2个
风扇尺寸	120×120×25mm
扇叶数量	9叶
转数描述	800-1800±10%RPM
最大风量	73.59CFM
风压	2.02mmaq
噪音	29.87dB
额定电压	12VDC
热管数量	6热管"
美商海盗船LL140 RGB,649,649.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10044332073668.html,https://2e.zol-img.com.cn/product/263_320x240/322/cewKI94x0gHE.jpg,"产品型号	LL140 RGB
散热器类型	机箱风扇
散热方式	风冷
发光方式	RGB
产品尺寸	120×120×25mm
风扇数量	2个
风扇尺寸	120×120×25mm
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	600-1300±10%RPM
最大风量	43.25CFM
风压	1.61mmaq
噪音	24.8dB
额定电压	12V"
影驰风灵400super,79,,,https://2b.zol-img.com.cn/product/263_320x240/343/ce52ZHomjl9c.jpg,"产品型号	风灵400super
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel：LGA 115X/1200/1700
产品尺寸	122×78×158mm
风扇数量	1个
风扇尺寸	120×120×25mm"
威刚霜盾-炫彩版360一体式水冷,359,359.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068480161590.html,https://2d.zol-img.com.cn/product/263_320x240/483/cewASpY9PSC4M.png,"产品型号	霜盾-炫彩版360一体式水冷
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
智能温控	支持智能温控
产品尺寸	394×120×27mm
风扇数量	3个
风扇尺寸	120×120×25mm
散热片材质	铝
水冷排类型	360冷排
冷头尺寸	50×76mm
冷头材质	铜
转速	650-1800±10%RPM
风压	80.3mmaq
风量	2.69CFM
噪音	36.3dB"
威刚XPG霜盾360SE,299,279.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10048450031427.html,https://2f.zol-img.com.cn/product/263_320x240/533/ceQRwQvgu4gKk.png,"产品型号	XPG霜盾360SE
散热器类型	一体式水冷散热器
散热方式	水冷
发光方式	ARGB
智能温控	支持智能温控
产品尺寸	394×120×27mm
风扇数量	3个
风扇尺寸	120×120×25mm
转数描述	1000-1900±10%RPM
最大风量	68.16CFM
风压	1.85mmaq
额定电压	12V DC
散热片材质	铝
水冷排类型	360冷排
冷头尺寸	76×50mm
冷头材质	铜"
酷冷至尊GeminII S524 Ver2,259,,,https://2e.zol-img.com.cn/product/149_320x240/384/ceHOyrk6OZRW6.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管，散热片
适用范围	Intel LGA 2011/2011-3/1366/1150/115X/775
智能温控	支持智能温控
电源参数	12V,0.08A
输入功率	0.96W
使用寿命	160,000小时
产品尺寸	144x141x105mm
产品重量	392g
风扇尺寸	120×120×25mm
轴承类型	LDB轴承
最高转数	2000RPM
转数描述	800至2000±10%RPM
最大风量	65CFM
风压	0.48-3.43mmaq
噪音	6.5-22dB"
loving cool JD899717376928900 白色反向棱镜四代风扇,50,,,https://2e.zol-img.com.cn/product/252_320x240/864/ceHRKibwp9afc.jpg,"产品型号	
散热器类型	机箱风扇
散热方式	空冷"
loving cool JD899680775639452 K11-旗舰版,179,,,https://2b.zol-img.com.cn/product/252_320x240/915/ce1Aq4gURkZc.jpg,"产品型号	
散热方式	水冷"
loving cool JD899640373913116 50*50*10MM(4500转)液压,20,,,https://2f.zol-img.com.cn/product/252_320x240/943/cezKjESYJjjI.jpg,"产品型号	
散热器类型	机箱风扇
散热方式	风冷"
loving cool JD899591815393894 2011-X79-X99联系客服搭配扣具,17,,,https://2d.zol-img.com.cn/product/252_320x240/995/cebbHxZXchCRw.jpg,"产品型号	JD899591815393894
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	1kg"
loving cool JD899584883321441 标准版3线定速/无光+硅脂,81,,,https://2c.zol-img.com.cn/product/252_320x240/12/cejx9T78kmi3Y.jpg,"产品型号	
散热方式	风冷"
loving cool JD899684548293655 标准,42,,,https://2b.zol-img.com.cn/product/252_320x240/41/ceQLhTct51Qrw.jpg,"产品型号	JD899684548293655
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	1kg"
loving cool JD899714792022466 旗舰版【冰瓷速冷+2个风扇】一秒降温散热无声,339,,,https://2c.zol-img.com.cn/product/252_320x240/60/ceB5eueCRj0CM.jpg,"产品型号	JD899714792022466
散热器类型	一体式水冷散热器
散热方式	空冷
产品重量	1kg"
loving cool JD899640854780598 单风机+不可调电源,51,,,https://2b.zol-img.com.cn/product/252_320x240/83/ceo8MzoKN3NE.jpg,"产品型号	
散热器类型	机箱风扇
散热方式	水冷"
loving cool JD899685361723042 灰色 GD-2-BA3 净重3克 导热系数7.5W,23,,,https://2a.zol-img.com.cn/product/252_320x240/100/ceJYIfvtLNvto.jpg,"产品型号	
散热方式	空冷"
loving cool JD899701537378986 【六核涡扇制冷型】六大涡轮风扇，散热,516,,,https://2f.zol-img.com.cn/product/252_320x240/135/ce3gplgwzwmU.jpg,"产品型号	
散热方式	水冷"
loving cool JD899719832700731 【普通快递】【单半导体散热器】超强制冷?散热无声?,162,,,https://2a.zol-img.com.cn/product/252_320x240/154/cejZCJUEWpbcI.jpg,"产品型号	JD899719832700731
散热器类型	一体式水冷散热器
散热方式	水冷
产品重量	1kg"
huananzhi A300 寒冰A300,60,,,https://2b.zol-img.com.cn/product/252_320x240/173/ceNxNCtjFsgjE.jpg,"产品型号	A300
散热器类型	风冷散热器
散热方式	风冷
产品重量	0.6kg
风扇尺寸	120X120X25MMmm
最高转数	1800RPM
散热片尺寸	92X65X129MMmm"
huananzhi A400 寒冰A400,72,,,https://2e.zol-img.com.cn/product/252_320x240/176/ceeFz18KawzxA.jpg,"产品型号	A400
散热器类型	风冷散热器
散热方式	风冷
产品重量	0.6kg
风扇尺寸	120X120X25MMmm
最高转数	1800RPM
散热片尺寸	92X90X129MMmm"
huananzhi A04,110,,,https://2d.zol-img.com.cn/product/252_320x240/187/ceKp4wb8IZWcs.jpg,"产品型号	A04
散热方式	风冷
风扇尺寸	120X120X25MMmm
最高转数	1800RPM
散热片尺寸	153X76X123MMmm"
huananzhi A500 寒冰A500,110,,,https://2c.zol-img.com.cn/product/252_320x240/192/ceR9SpJ8qiawg.jpg,"产品型号	A500
散热方式	风冷
风扇尺寸	120X120X25MMmm
最高转数	1800RPM
散热片尺寸	120X73X155MMmm"
huananzhi A06,124,,,https://2f.zol-img.com.cn/product/252_320x240/189/ceymyqWbBgD92.jpg,"产品型号	A06
散热器类型	风冷散热器
散热方式	风冷
产品重量	0.6kg
风扇尺寸	120X120X25MMmm
最高转数	1600RPM
散热片尺寸	153X76X123MMmm"
huananzhi A700 寒冰A700,124,,,https://2b.zol-img.com.cn/product/252_320x240/179/cew592cPZC586.jpg,"产品型号	A700
散热方式	风冷
风扇尺寸	120X120X25MMmm
最高转数	1600RPM
散热片尺寸	127X95X160MMmm"
厚尚BZ140254P BZ14025大4P,28,,,https://2c.zol-img.com.cn/product/252_320x240/198/ceBvUT7T1d3Yk.jpg,"产品型号	BZ14025大4P
散热器类型	机箱风扇
散热方式	风冷
产品重量	0.6kg
风扇尺寸	140*140*25MMmm
最高转数	2500RPM
噪音	48..7dB
散热片尺寸	140*140*25MMmm"
厚尚BZ140253P BZ14025小3P,28,,,https://2c.zol-img.com.cn/product/252_320x240/198/ceBvUT7T1d3Yk.jpg,"产品型号	BZ14025小3P
散热器类型	机箱风扇
散热方式	风冷
产品重量	0.6kg
风扇尺寸	140*140*25MMmm
最高转数	2500RPM
噪音	48..7dB
散热片尺寸	140*140*25MMmm"
厚尚140384P 14038小4P,58,,,https://2c.zol-img.com.cn/product/252_320x240/198/ceBvUT7T1d3Yk.jpg,"产品型号	14038小4P
散热器类型	机箱风扇
散热方式	风冷
产品重量	0.6kg
风扇尺寸	140*140*38MMmm
最高转数	5500RPM
噪音	48..7dB
散热片尺寸	140*140*38MMmm"
AVC cQGFarTh 标准,100,,,https://2f.zol-img.com.cn/product/252_320x240/219/ceISLeZpSuVrU.jpg,"产品型号	cQGFarTh
散热器类型	机箱风扇
适用范围	ITX机箱
产品重量	1kg
端子接口	整合CPU主板"
通力AS120 标准,129,,,https://2b.zol-img.com.cn/product/252_320x240/221/ceq9SgEnveV12.jpg,"产品型号	AS120
散热器类型	风冷散热器
散热方式	风冷
产品重量	4kg
风扇尺寸	120*120*25mm
最高转数	1500RPM
散热片尺寸	120(L)*102(W)*154(H)mm"
coolleo FF135B FF135-B纯黑版,229,,,https://2d.zol-img.com.cn/product/252_320x240/433/ce63taTUdsGSU.jpg,"产品型号	倚天FF135-B纯黑版
散热器类型	风冷散热器
散热方式	风冷
发光方式	无光
主体材质	金属
产品重量	2kg
风扇尺寸	120*120*25mm
最高转数	1850RPM
热管数量	6热管
散热片尺寸	120*94*135mm
其它参数	回流焊工艺"
仕贝德YP03 标准,29,29.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076326706136.html,https://2f.zol-img.com.cn/product/252_320x240/477/ceLhWqTUBPMHc.jpg,"产品型号	YP-03涡轮散热器
散热器类型	风冷散热器
散热方式	风冷
产品重量	100g
风扇尺寸	125*120*20mm
最高转数	2200RPM
散热片尺寸	125*120*20mm"
barrowch FBFT07 黑色POM,179,,,https://2e.zol-img.com.cn/product/252_320x240/488/ceDX2hDfDDmYs.jpg,"产品型号	FBFT07
散热方式	水冷
产品重量	200g
散热片尺寸	64*36*32mm"
猩阮樟II 彩虹-炫彩(固定彩色)工包,28,,,https://2a.zol-img.com.cn/product/252_320x240/546/cej8sdu7Z6eU.jpg,"产品型号	棱镜II代
散热方式	风冷"
猩阮樟GS120 GS120流星炫彩,24,,,https://2c.zol-img.com.cn/product/252_320x240/536/cesRtmm9yghc.jpg,"产品型号	GS120流星炫彩
散热器类型	机箱风扇
散热方式	风冷
产品重量	10g"
猩阮樟120A 积至120A(日食红色版),208,,,https://2e.zol-img.com.cn/product/252_320x240/580/cewruCZZkykU.jpg,"产品型号	120A
散热方式	水冷"
powertrain（动力火车）DL600A 虎鲸DL-600A炫彩光效6铜管,119,,,https://2a.zol-img.com.cn/product/252_320x240/630/cedl58RhENOO2.jpg,"产品型号	虎鲸DL-600A
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	500RPM
散热片尺寸	123*82*152mm"
powertrain（动力火车）DL2000 沧龙DL-2000双塔双PWM6铜管,169,,,https://2c.zol-img.com.cn/product/252_320x240/698/ceZFFIKwIl8c.jpg,"产品型号	沧龙DL-2000
